text,url,similarity_score
"CPR ( cardiopulmonary resuscitation ) , heart and ECG ( Electrocardiogram ) ( image for basic life support and advanced cardiac life support ) Illustration",https://us.123rf.com/450wm/stockdevil/stockdevil1604/stockdevil160400037/55067907-rcp-r%C3%A9animation-cardiopulmonaire-cardiaque-et-ecg-%C3%A9lectrocardiogramme-image-pour-maintien-de-la-vie-de-b.jpg?ver=6,0.3844805359840393
998x1000 Doctor Check Ups Patient,https://clipartmag.com/images/patient-clipart-free-6.jpg,0.385233610868454
"Bronchoscopy and Central Airway Disorders - A Patient-Centered Approach: Expert Consult Online ebook by Henri Colt,Septimiu Murgu",https://kbimages1-a.akamaihd.net/6049577d-9e93-4d40-99e5-e839c84b5094/180/1000/False/Bronchoscopy+and+Central+Airway+Disorders.jpg,0.4089054465293884
high-danger-cadmium-cancer-hazard-can-cause-lung-and-sign-1541,https://climatism.files.wordpress.com/2020/02/high-danger-cadmium-cancer-hazard-can-cause-lung-and-sign-1541.jpg,0.46032455563545227
osmo-acute-recovery-for-women-getrankepulver,http://www.wigglestatic.com/product-media/100502135/Osmo-Acute-Recovery-For-Women-Energy-Recovery-Drink-Honey-Spice-OS-00463.jpg?w=400&h=400&a=7,0.3880809247493744
cs/past-gallery/1156/takehiko-okamura-anjo-kosei-hospital-japan-tumor-and-cancer-immunology-2016-conferenceseries-llc-4-1470832604.jpg,https://d2cax41o7ahm5l.cloudfront.net/cs/past-gallery/1156/thumbs/takehiko-okamura-anjo-kosei-hospital-japan-tumor-and-cancer-immunology-2016-conferenceseries-llc-4-1470832604.jpg,0.3928200602531433
Positive Fat Pad with Radial Head Fracture - CTisus CT Scan,https://ctisus.com/resources/library/teaching-files/musculoskeletal/415304.jpg,0.40086376667022705
Papel Pulmonary Pathology: Neoplastic And Non-Neoplastic,https://contentv2.tap-commerce.com/cover/medium/9783319692623_1.jpg?id_com=1158&w=200&h=280&r=bpad&back=F9F9F9,0.48060178756713867
Conclusion (1) Maladie de Kaposi lymphome Diagnostic facile,http://slideplayer.fr/slide/1521008/4/images/32/Conclusion+(1)+Maladie+de+Kaposi+lymphome+Diagnostic+facile.jpg,0.3827281892299652
Biology diagramsimagespictures of human anatomy and physiology exchange of gases in lungs tissues diagram posted ccuart Gallery,http://4.bp.blogspot.com/-Fu1DGPMrM3Y/Uv0CVdmVoNI/AAAAAAAAAts/bFgz_1OBff0/s1600/gas+exchane.jpg,0.37309059500694275
ECFA_Accredited_Final_RGB_Med.png,https://images.squarespace-cdn.com/content/v1/5d00f8adb061620001214487/1560976337918-WJ6623WMLYEF8UTLEEIZ/ke17ZwdGBToddI8pDm48kJnzzE59m5I7NuqccL_o2MxZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpyjlIiRJQmGVP2w6jwZgqnSzym8VlkacTklBXSowt0pLpKms1qP4bGZr1zEJvQZ3jQ/ECFA_Accredited_Final_RGB_Med.png,0.37483134865760803
#AS# Listen! Art Esthetic Stethoscope Doctor Medical practice Orange Medication Medical technology Healing Medical instrument Listening Creativity Minimalistic,https://www.photocase.com/photos/2062234-number-as-number-listen-art-esthetic-stethoscope-doctor-photocase-stock-photo-large.jpeg,0.3945181965827942
medical-free-bootstrap-hospital-templates,https://uicookies.com/wp-content/uploads/2018/08/medical-free-bootstrap-hospital-templates-1.jpg,0.3714172840118408
2015-Tower-Cancer-Research-Foundation-Jessica-M-Berman-Wonder-Woman-Walk-For-Breast-Cancer_144,https://www.towercancer.org/wp-content/uploads/2015/10/2015-Tower-Cancer-Research-Foundation-Jessica-M-Berman-Wonder-Woman-Walk-For-Breast-Cancer_144.jpg,0.3777127265930176
Remedy-for-Moles-Warts-and-Skin-Tags,https://worldtruth.tv/wp-content/uploads/2014/11/Remedy-for-Moles-Warts-and-Skin-Tags.jpg,0.40014180541038513
medicine-in-shopping-cart-123Rf,https://s3-ap-southeast-1.amazonaws.com/images.humanresourcesonline.net/wp-content/uploads/2019/06/10112349/Jerene-June-2019-medicine-in-shopping-cart-123Rf.jpg,0.37657180428504944
The Ecg Made Easy,https://img.bertrand.pt/images/the-ecg-made-easy-john-r-hampton/NDV8MTU0OTk2MDh8MTA5OTI5ODN8MTUxOTM0NDAwMDAwMA==/175x&ctx=0,0.38018614053726196
FT - AAAC-1120 - Cabo 829 kcmil.pdf,https://imgv2-2-f.scribdassets.com/img/document/482887186/149x198/f558487d6f/1604511928?v=1,0.3708168864250183
Medical-Terminologies-And-Abbreviations.pdf,https://www.coursehero.com/thumb/98/3a/983af440d1696819cd9d1c77f032408615c4251e_180.jpg,0.4354263246059418
Annotated radiograph,https://i-cf65.ch-static.com/content/dam/cf-consumer-healthcare/health-professionals/en_IN/gum/GEP139_Annotated_radiograph_v2.png.png?auto=format,0.4001479744911194
Stethoscope-and-Checklist,http://cceffect.org/wp-content/uploads/2014/07/Stethoscope-and-Checklist-300x225.jpg,0.4091050922870636
NFLE: clinical profile,http://slideplayer.com/slide/4330993/14/images/42/NFLE:+clinical+profile.jpg,0.3729356527328491
Podcast: Dr Marina Garassino brings context to the CheckMate 227 analysis of NIVO + IPI in advanced NSCLC,https://pubmiddleware.mims.com/resource/image/A310000C-E7E0-4C7A-8E14-AAE300EE1F8B/OriginalThumbnail/THUMBNAIL_Dr-Marina-Garassino_CheckMate-227_Video-Thumbnail.jpg,0.3817765712738037
"Interstitial lung disease, CT scan",https://www.thecardiologyadvisor.com/wp-content/uploads/sites/17/2020/07/interstitial.lung_.disease_SS_SS1466-860x592.jpg,0.41343623399734497
"Skin cancer therapy animated word cloud, text design animation. Stock Footage",https://d3thflcq1yqzn0.cloudfront.net/072253026_iconm.jpeg,0.37136420607566833
pattern analysis of tumor markers 914 best health medical images on pinterest,http://tse1.mm.bing.net/th?id=OIP.EL0r8iwRAMlNF_npsjbL8AHaFO,0.39386022090911865
metric-breathing-underwater-single-cover,https://i0.wp.com/musictrajectory.com/wp-content/uploads/2012/11/metric-breathing-underwater-single-cover-e1353953269571.jpg?resize=640%2C640,0.37144917249679565
acne-jeans-ease-camel-sandals-ss-2009-main,http://i2.wp.com/porhomme.com/wp-content/uploads/2009/05/acne-jeans-ease-camel-sandals-ss-2009-main.jpg?resize=500%2C600,0.3730785548686981
Emerging Imaging Technologies in Medicine. Text with Access Code for Companion Website Cover Image,http://s3.amazonaws.com/media.matthewsbooks.com/images/largethumb/GROUP048/1439880417.jpg,0.4338492155075073
Rapid Review of ECG Interpretation,https://drtariqazeem.com/images/ecg-book.png,0.3741065263748169
Table 1. Components of the Multinational Association of Supportive Care in Cancer (MASCC) Risk Index,https://www.ebmedicine.net/media_library/images/2018%20EMP%20Publication%20Article%20Images/01%20January/Table%201_%20Components%20of%20the%20Multinational%20Association%20of%20Supportive%20Care%20in%20Cancer%20(MASCC)%20Risk%20Index.JPG,0.3745197653770447
international-association-of-healing-rooms,https://images.squarespace-cdn.com/content/58c5a5953a0411cbb3bb1478/1489349519848-33TI3PJ38QLI8O82IZUO/international-association-of-healing-rooms?content-type=image%2Fpng,0.37653857469558716
"Reports, Exists And Also Online Casino",https://onvideopoker.com/wp-content/uploads/2021/04/119-29.jpg,0.3711685538291931
Image from the Seer Cancer training centre https://training.seer.cancer.gov/anatomy/respiratory/passages/,https://i0.wp.com/www.altnews.in/hindi/wp-content/uploads/2020/06/image-from-the-seer-cancer-training-centre-https.png?resize=250%2C310&ssl=1,0.43075326085090637
"img - for Workbook for Mosby's Respiratory Care Equipment, 9e book / textbook / text book",http://ecx.images-amazon.com/images/I/51G%2BMwBLmpL._SL160_.jpg,0.38215142488479614
100 Medical Icons,https://i.pinimg.com/236x/a7/e3/01/a7e301f148435c79a998d67cb1f43eb0.jpg,0.3715645670890808
banners-healthcare-cyber-resilience-guide,https://www.ensigninfosecurity.com/images/default-source/feature-banners/banners-healthcare-cyber-resilience-guide.tmb-th450.jpg?sfvrsn=7d4baa57_8,0.375932514667511
"(C) 2014 by tb-consulting.at, Thomas C. Beranek, A-1130 Wien",http://slideplayer.org/slide/2840786/10/images/22/%28C%29+2014+by+tb-consulting.at%2C+Thomas+C.+Beranek%2C+A-1130+Wien.jpg,0.37658870220184326
Breast Cancer Rbbon Vector Pack,https://images.vectorhq.com/images/thumbs/077/breast-cancer-rbbon-vector-pack-544508.jpg,0.39932525157928467
pattern analysis of tumors of epidermis and its appendages melanoma treatment pdq 174 health professional version,http://tse4.mm.bing.net/th?id=OIP.n4qBGHNQ70AcWiBrW-FbbgHaF7,0.4209349453449249
"""""""""""""""lungs"""""""" 1992, Copigraphy (Thermo-Transfer CX5000) 21 x 28 cm, 1/1""""""",http://www.georgmuehleck.com/data/thumbs/720-ready-made-reflectors/i18npic.300x160.rm235_lungs.jpg,0.3946933150291443
Radiobiology and Radioedology,https://oldiplus.ua/image/cache/catalog/486-150x244.png,0.3970746397972107
MDCT and MRI of the Heart (A-Z Notes in Radiological Practice and Reporting) by Carlo N. De Cecco (2013-10-16),https://images-eu.ssl-images-amazon.com/images/I/41x4-fpoEiL.jpg,0.4413359463214874
1. Lung cancer.tif,https://pic.pimg.tw/unclegene6666/1493945524-3970474444.jpg,0.44332724809646606
EP-Banner-for-Reference-materials,http://www.olenepal.org/wp-content/uploads/2016/09/EP-Banner-for-Reference-materials.png,0.38320302963256836
SCANER THORACIQUE Pas en 1ère intention,http://slideplayer.fr/slide/476036/1/images/23/SCANER+THORACIQUE+Pas+en+1%C3%A8re+intention.jpg,0.45095160603523254
"Normal and tachycardial ecg charts, 2d medical vector illustration on dark grid background",https://us.123rf.com/450wm/logos2012/logos20121610/logos2012161000063/64746304-stock-vector-normal-and-tachycardial-ecg-charts-2d-medical-vector-illustration-on-dark-grid-background.jpg?ver=6,0.38105595111846924
lung cancer awareness ribbon clipart clipartxtras,http://t0.gstatic.com/images?q=tbn:ANd9GcQh9k5xu1Pt1beZt3F7tKq9L80LYZY6w3e_7Vsc3fCerygWMD2c,0.4120112657546997
Table 2: Relationship between radiographic sizes of lesion and histopathological diagnosis,https://www.jpbsonline.org/articles/2020/12/5/images/JPharmBioallSci_2020_12_5_233_292889_t3.jpg,0.4254152178764343
"check, denied, fingerprint, identity, scan, tap, touch icon",https://cdn3.iconfinder.com/data/icons/users-48/112/01-users_fingerprint-denied-512.png,0.3727599084377289
NEOPLASIA DIFFERENCE BETWEEN BENIGN MALIGNANT TUMORS ROUTES OF,https://slidetodoc.com/wp-content/uploads/2020/10/1076077_10b75db204062692dd2697aa59a2fd6a-300x169.jpg,0.39148402214050293
esteem-breast-augmentation-before-and-after-38b-ver2,https://www.esteemstudio.com.au/wp-content/gallery/benelli/cache/esteem-breast-augmentation-before-and-after-38b-ver2.jpg-nggid03233-ngg0dyn-590x300x100-00f0w010c011r110f110r010t010.jpg,0.3872542679309845
Stock Photo #4694: keywords -  aerobic aerobics being body class classes condition conditioning elderly exercise exercising group guide heal healing health healthy improve improvement injury learn mature medical medicine old older patient patients people person physical pool professional recover recovering recovery released senior seniors sports swim teach therapist therapy trained treat treating treatment vert water well,http://www.markgibsonphoto.com/images/N355W10W.JPG,0.37690651416778564
"Adult Chest Surgery,  2nd edition",https://kbimages1-a.akamaihd.net/Images/bcf9176d-1cdc-412e-a966-6d168efe6338/300/300/False/image.jpg&amp;rm=MaxHorizontal&amp;hs=120,0.38529425859451294
Food-Fight-Against-Cancer-GNOWFGLINS-foods-collage-800,https://static.wixstatic.com/media/ee3670_a9c55363f67b4a0ba48f7ad7fa6218fc~mv2.jpg,0.39304983615875244
Results AirDH,https://imgv2-2-f.scribdassets.com/img/document/321534828/fit_to_size/149x198/762149e994/1471506192?v=1,0.37729334831237793
"Checkup cartoons, Checkup cartoon, funny, Checkup picture, Checkup pictures, Checkup image, Checkup images, Checkup illustration, Checkup illustrations",https://lowres.cartooncollections.com/doctors-nurses-frankenstein-monsters-medical_centers-medical-PB400994_low.jpg,0.37878942489624023
"Christmas Sale Doctors gift Lungs with roses Print- A4 Wall art Human anatomy print Science prints,art Medical student gift SKA064WA4",https://img0.etsystatic.com/070/1/6193270/il_570xN.820852322_aajw.jpg,0.37931689620018005
Lung cancer chronicles PDF,http://covers.openlibrary.org/b/id/1540679-M.jpg,0.4573366940021515
Cognitive + World End Man + Asilient + Anaptosis,https://i2.wp.com/actainfernalis.com/wp-content/uploads/2018/09/38672564_2135664466722345_975737928800010240_o.jpg?resize=212%2C300&ssl=1,0.38073205947875977
Examen clinique de base,http://slideplayer.fr/slide/180500/1/images/5/Examen+clinique+de+base.jpg,0.3796918988227844
Accuracy of a Novel Ultrasound Technique for Confirmation  of Endotracheal Intubation by Expert  and Novice Emergency Physicians,https://westjem.com/wp-content/uploads/2015/02/wjem-15-834-g0051-540x370.jpg,0.3785146474838257
Thoracic Imaging: Pulmonary and Cardiovascular Radiology,http://img1.imagesbn.com/p/9780781741194_p0_v1_s260x420.JPG,0.4585627615451813
SOS-ASTHMA- screenshot thumbnail,https://lh3.googleusercontent.com/8lkIucfsdY7B2vMYCgIjoJT6R3pXm8KMMlNskY6EohGapNaop1XPKWP6aTN7NcubSA=h310,0.3755221366882324
9787117154482: Department of Nuclear Medicine Clinic routine Beijing Union Medical College Hospital Medical clinics conventional,https://pictures.abebooks.com/isbn/9787117154482-us.jpg,0.38614341616630554
clinicaleducation.org,https://www.afmcp-uk.org/wp-content/uploads/2011/04/clinicaleducationlogo.png,0.4213188886642456
Yao and Artusio s Anesthesiology for Pda,http://books.google.com/books/content?id=YP3SMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0.4025877118110657
"Axial CT images with intravenous contrast, reveali",https://img.medscapestatic.com/pi/meds/ckb/41/39641tn.jpg,0.4031318426132202
"Stethoscope with notebook ,pen, white paper ,coffee cup,glasses, on blue background,Medical background concept.",https://image.shutterstock.com/image-photo/stethoscope-notebook-pen-white-paper-260nw-1275920473.jpg,0.37036848068237305
aec systems on mdct scanners76,https://image.slideserve.com/276304/aec-systems-on-mdct-scanners76-t.jpg,0.4320828914642334
swissmed.pl,https://site-images.similarcdn.com/image?url=swissmed.pl&amp;t=1&amp;s=10&amp;h=1449990157675132482,0.39154839515686035
642x800 How Lungs Work,https://clipartmag.com/images/lungs-black-and-white-17.jpg,0.3888819217681885
"Papel Cancer Pain: Assessment, Diagnosis, And Management",https://contentv2.tap-commerce.com/cover/large/9781608310890_1.jpg?id_com=1158&w=189&h=250,0.3903648853302002
Imaging in Spine Surgery 1st Edition PDF,https://usmlebooksdownload.com/wp-content/uploads/2020/04/Imaging-in-Spine-Surgery-1st-Edition.jpg,0.3812129497528076
Isaac-Oluwole-Lecture-APHPN-Conf-2014,https://s2.studylib.net/store/data/005505418_1-cca525dfb4ae113a23e5b6144472d855-260x520.png,0.3843916356563568
Pocket Radiation Oncology,http://acco.epagine-amli.org/covers/index.php?q=9781496398574&h=170,0.3876415193080902
Thoracic Guidelines on Covid19 Page 1,http://patacsi.org.ph/wp-content/uploads/2020/05/Thoracic-Guidelines-on-Covid19-Page-1-400x284.jpg,0.4322740435600281
Property of the Nuclear Medicine Department Card,http://rlv.zcache.com.au/property_of_the_nuclear_medicine_department_card-r9292addd7a094032aea3f8d8d9e1f528_xvuak_8byvr_324.jpg,0.3731340169906616
Studies-on-the-proportions-of-the-female-body-2,https://ic.pics.livejournal.com/eska/683464/612820/612820_original.jpg,0.39116382598876953
Micrograh of small cell lung cancer,https://images.ctfassets.net/yixw23k2v6vo/4Q7wZAd3SwKu4YoC42QqWO/6ebdc0dbec06c628b280a61c4f89d7fd/iS-Preventing_non-small_cell_lung_cancer_recurrence-iStock-801273964.jpg?w=600&h=400&fm=jpg&fit=thumb&q=65&fl=progressive,0.389335960149765
Advanced Ventilatory Strategies in ARDS,http://slideplayer.com/slide/258703/1/images/1/Advanced+Ventilatory+Strategies+in+ARDS.jpg,0.3700832426548004
Vector image of a sick person lies in intensive care and is connected to the artificial respiration system. Medical technology and patient care illustration on abstract background,https://us.123rf.com/450wm/liana2012/liana20122104/liana2012210400038/167433664-vector-image-of-a-sick-person-lies-in-intensive-care-and-is-connected-to-the-artificial-respiration-.jpg?ver=6,0.3811149001121521
Caroçis1 - OH MY GLOB  MY BUMPS LOOK LUMPING AWESOME,https://memegenerator.net/img/instances/32997596/oh-my-glob-my-bumps-look-lumping-awesome.jpg,0.3719756603240967
"9780323027908: Thoracic Radiology: The Requisites, 2e (Requisites in Radiology)",https://pictures.abebooks.com/isbn/9780323027908-es.jpg,0.42674699425697327
Doctor examining a radiography,https://t1.ftcdn.net/jpg/00/46/06/94/240_F_46069496_rpa9vOmyYf4afRH5r3bqgnniGlhKxKYf.jpg,0.371771901845932
NEW Lung Cancer Fact Card 1,https://www.chestnet.org/-/media/chesnetorg/News/Images/Press-Room/NewLungCancerCards.ashx?la=en&hash=397665ECA88037E1A74E55C1DCC2E8F22031F98C,0.43291687965393066
ajcc cancer staging manual 8th edition citation,https://covoo.com/pictures/6a27a8994ccc86ba51f2befa5f3b1ebe.png,0.37735700607299805
small resolution of ecg of normal sinus rhythm infographic diagram showing normal heart beat wave including intervals segments and,https://i0.wp.com/previews.123rf.com/images/udaix/udaix1707/udaix170700010/82149857-ecg-of-normal-sinus-rhythm-infographic-diagram-showing-normal-heart-beat-wave-including-intervals-se.jpg?w=500,0.3787296414375305
Transparent Lungs and Trachea with Bronchial Tree View 1 Image,https://cdn.shopify.com/s/files/1/0211/3922/6688/products/a80021c46463467d90495079d2d179fa_345x345@2x.png?v=1568221081,0.38628026843070984
Diagn cancer rec16 1 640 440,https://www.mogadouro.pt/imgcrop/uploads/news/image/83/diagn_cancer_rec16_1_640_440.jpg,0.42054295539855957
